iid,id,gender,idg,condtn,wave,round,position,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,race,imprace,imprelig,goal,date,go_out,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es
491,11,1,22,2,19,15,13,3,5,470,1,0.23,0,29,4,10,20,25,25,10,10,1,7,6,8,5,5,4,7,5,2,29,MBA,8,3,3,3,2,4,1,5,30,10,25,20,8,7,1,8,7,7,8,8,6,7,6,0,2.5
491,11,1,22,2,19,15,12,2,6,471,0,0.19,0,30,4,15,15,25,10,15,20,1,8,7,7,8,8,8,7,6,2,29,MBA,8,3,3,3,2,4,1,5,30,10,25,20,8,7,0,7,7,7,7,7,6,6,6,0,2.5
491,11,1,22,2,19,15,1,6,7,472,0,0.57,1,25,3,10,25,25,20,10,10,1,5,3,9,10,9,7,7,8,2,29,MBA,8,3,3,3,2,4,1,5,30,10,25,20,8,7,0,6,7,7,7,6,5,5,6,0,2.5
491,11,1,22,2,19,15,9,14,8,473,0,0.23,0,34,4,15,20,20,15,15,15,1,9,9,9,9,10,8,8,7,2,29,MBA,8,3,3,3,2,4,1,5,30,10,25,20,8,7,0,6,7,6,5,5,5,5,4,0,2.5
491,11,1,22,2,19,15,8,13,9,474,0,0.78,0,30,1,15,20,10,30,5,20,1,9,8,8,7,7,5,,,2,29,MBA,8,3,3,3,2,4,1,5,30,10,25,20,8,7,0,7,6,7,7,6,5,6,5,0,2.5
491,11,1,22,2,19,15,15,5,10,475,0,0.3,1,27,3,10,15,30,10,15,20,1,8,5,7,7,7,6,5,5,2,29,MBA,8,3,3,3,2,4,1,5,30,10,25,20,8,7,0,5,6,5,5,5,5,5,5,0,2.5
491,11,1,22,2,19,15,14,4,11,476,0,0.6,0,25,2,20,20,20,15,15,10,0,9,5,7,8,6,6,6,5,2,29,MBA,8,3,3,3,2,4,1,5,30,10,25,20,8,7,0,5,6,6,7,6,6,5,5,0,2.5
491,11,1,22,2,19,15,4,9,12,477,0,0.59,1,27,3,16,19,16,17,15,17,1,9,7,8,8,8,6,7,5,2,29,MBA,8,3,3,3,2,4,1,5,30,10,25,20,8,7,0,5,5,5,5,5,6,7,7,0,2.5
491,11,1,22,2,19,15,2,7,14,478,1,0.3,0,26,2,20,20,10,20,10,20,1,9,8,9,9,9,9,9,,2,29,MBA,8,3,3,3,2,4,1,5,30,10,25,20,8,7,1,7,7,8,7,7,6,5,5,0,2.5
491,11,1,22,2,19,15,7,12,15,479,0,0.45,0,27,2,15,15,20,20,15,15,1,7,6,8,7,9,4,7,8,2,29,MBA,8,3,3,3,2,4,1,5,30,10,25,20,8,7,0,6,6,7,6,6,5,5,5,0,2.5
491,11,1,22,2,19,15,11,1,16,480,0,0.54,0,26,2,16,18,18,20,12,16,1,5,7,7,7,7,,,,2,29,MBA,8,3,3,3,2,4,1,5,30,10,25,20,8,7,0,6,6,6,6,6,6,5,5,0,2.5
492,12,1,24,2,19,15,3,1,1,466,0,0.16,0,24,2,10,20,20,15,20,15,0,7,6,8,5,7,1,5,5,2,30,physics,10,6,1,1,2,4,2,7,30,0,30,30,10,0,0,10,10,10,10,10,1,10,2,0,3
492,12,1,24,2,19,15,10,8,2,467,1,0.12,0,24,2,20,20,20,20,20,0,1,8,10,10,9,9,9,8,5,2,30,physics,10,6,1,1,2,4,2,7,30,0,30,30,10,0,1,10,8,10,8,10,2,2,1,0,3
492,12,1,24,2,19,15,6,4,3,468,1,0.16,1,25,6,15,25,15,15,15,15,1,9,8,8,8,8,8,7,6,2,30,physics,10,6,1,1,2,4,2,7,30,0,30,30,10,0,1,10,10,10,10,10,2,10,5,0,3
492,12,1,24,2,19,15,5,3,4,469,1,0.27,0,25,4,20,10,20,20,10,20,1,9,8,8,9,7,8,8,8,2,30,physics,10,6,1,1,2,4,2,7,30,0,30,30,10,0,1,10,10,10,10,10,10,10,5,0,3
492,12,1,24,2,19,15,13,11,5,470,0,0.11,0,29,4,10,20,25,25,10,10,0,3,5,4,5,2,3,6,4,2,30,physics,10,6,1,1,2,4,2,7,30,0,30,30,10,0,1,10,10,10,10,8,10,10,6,0,3
492,12,1,24,2,19,15,12,10,6,471,0,0.17,0,30,4,15,15,25,10,15,20,0,6,6,7,6,6,6,3,2,2,30,physics,10,6,1,1,2,4,2,7,30,0,30,30,10,0,1,2,10,7,7,,10,10,7,0,3
492,12,1,24,2,19,15,1,14,7,472,1,0.12,0,25,3,10,25,25,20,10,10,1,10,9,10,10,10,10,10,10,2,30,physics,10,6,1,1,2,4,2,7,30,0,30,30,10,0,1,8,10,10,2,8,1,8,1,0,3
492,12,1,24,2,19,15,9,7,8,473,0,-0.16,0,34,4,15,20,20,15,15,15,1,8,10,10,8,9,9,9,7,2,30,physics,10,6,1,1,2,4,2,7,30,0,30,30,10,0,0,8,10,10,2,8,10,8,1,0,3
492,12,1,24,2,19,15,8,6,9,474,1,0.32,0,30,1,15,20,10,30,5,20,1,8,7,7,9,7,8,7,10,2,30,physics,10,6,1,1,2,4,2,7,30,0,30,30,10,0,1,10,10,10,10,10,10,10,7,0,3
492,12,1,24,2,19,15,15,13,10,475,1,0.09,0,27,3,10,15,30,10,15,20,1,6,4,5,5,6,6,5,5,2,30,physics,10,6,1,1,2,4,2,7,30,0,30,30,10,0,1,10,8,10,8,2,1,3,2,0,3
492,12,1,24,2,19,15,14,12,11,476,0,0.27,0,25,2,20,20,20,15,15,10,1,8,6,7,7,5,4,7,5,2,30,physics,10,6,1,1,2,4,2,7,30,0,30,30,10,0,0,7,10,10,10,10,,10,1,0,3
492,12,1,24,2,19,15,4,2,12,477,0,0.32,0,27,3,16,19,16,17,15,17,1,8,7,8,8,8,,8,6,2,30,physics,10,6,1,1,2,4,2,7,30,0,30,30,10,0,0,5,10,10,5,5,4,8,2,0,3
492,12,1,24,2,19,15,2,15,14,478,0,0.35,0,26,2,20,20,10,20,10,20,0,9,9,9,9,8,9,9,,2,30,physics,10,6,1,1,2,4,2,7,30,0,30,30,10,0,1,10,8,7,10,10,10,7,2,0,3
492,12,1,24,2,19,15,7,5,15,479,0,0.54,0,27,2,15,15,20,20,15,15,0,4,7,8,4,5,2,5,5,2,30,physics,10,6,1,1,2,4,2,7,30,0,30,30,10,0,0,7,8,10,1,10,2,7,3,,3
492,12,1,24,2,19,15,11,9,16,480,1,0.54,0,26,2,16,18,18,20,12,16,1,7,7,9,9,8,8,,,2,30,physics,10,6,1,1,2,4,2,7,30,0,30,30,10,0,1,10,10,10,8,8,2,1,1,0,3
493,13,1,25,2,19,15,3,9,1,466,0,-0.01,0,24,2,10,20,20,15,20,15,0,6,5,8,7,6,3,,,2,20,Public Administration,13,4,1,1,5,6,5,10,30,10,10,30,10,10,0,8,7,9,6,10,10,5,3,0,1
493,13,1,25,2,19,15,10,1,2,467,0,-0.01,0,24,2,20,20,20,20,20,0,1,9,10,8,10,9,8,7,5,2,20,Public Administration,13,4,1,1,5,6,5,10,30,10,10,30,10,10,0,9,8,9,8,,5,6,2,0,1
493,13,1,25,2,19,15,6,12,3,468,0,0.07,0,25,6,15,25,15,15,15,15,1,8,8,7,6,5,4,7,6,2,20,Public Administration,13,4,1,1,5,6,5,10,30,10,10,30,10,10,0,9,10,10,9,9,8,9,4,,1
493,13,1,25,2,19,15,5,11,4,469,1,0.67,1,25,4,20,10,20,20,10,20,1,9,9,7,8,5,8,8,8,2,20,Public Administration,13,4,1,1,5,6,5,10,30,10,10,30,10,10,1,9,10,9,9,8,10,9,7,0,1
493,13,1,25,2,19,15,13,4,5,470,0,0.01,1,29,4,10,20,25,25,10,10,0,3,7,2,3,3,3,5,3,2,20,Public Administration,13,4,1,1,5,6,5,10,30,10,10,30,10,10,0,6,7,9,6,9,0,4,1,0,1
493,13,1,25,2,19,15,12,3,6,471,0,0.2,1,30,4,15,15,25,10,15,20,0,6,8,6,6,6,6,5,5,2,20,Public Administration,13,4,1,1,5,6,5,10,30,10,10,30,10,10,0,7,10,10,7,9,,4,1,0,1
493,13,1,25,2,19,15,1,7,7,472,0,-0.04,0,25,3,10,25,25,20,10,10,1,6,8,8,8,10,5,7,7,2,20,Public Administration,13,4,1,1,5,6,5,10,30,10,10,30,10,10,0,7,10,10,8,10,8,4,3,0,1
493,13,1,25,2,19,15,9,15,8,473,0,-0.09,1,34,4,15,20,20,15,15,15,1,7,8,8,8,8,7,8,7,2,20,Public Administration,13,4,1,1,5,6,5,10,30,10,10,30,10,10,0,5,10,10,6,7,4,7,2,,1
493,13,1,25,2,19,15,8,14,9,474,0,-0.21,0,30,1,15,20,10,30,5,20,0,9,8,8,9,8,7,8,10,2,20,Public Administration,13,4,1,1,5,6,5,10,30,10,10,30,10,10,0,6,7,10,9,6,5,9,4,0,1
493,13,1,25,2,19,15,15,6,10,475,0,0.11,0,27,3,10,15,30,10,15,20,1,8,5,7,7,7,7,7,5,2,20,Public Administration,13,4,1,1,5,6,5,10,30,10,10,30,10,10,0,7,9,10,10,10,9,9,6,0,1
493,13,1,25,2,19,15,14,5,11,476,0,-0.05,0,25,2,20,20,20,15,15,10,0,,,,,,,,,,20,Public Administration,13,4,1,1,5,6,5,10,30,10,10,30,10,10,0,7,10,10,9,10,8,8,6,0,1
493,13,1,25,2,19,15,4,10,12,477,0,0,0,27,3,16,19,16,17,15,17,1,8,6,6,7,7,,7,5,2,20,Public Administration,13,4,1,1,5,6,5,10,30,10,10,30,10,10,0,6,10,10,8,7,10,7,5,0,1
493,13,1,25,2,19,15,2,8,14,478,0,-0.05,0,26,2,20,20,10,20,10,20,0,9,9,9,9,10,9,9,,2,20,Public Administration,13,4,1,1,5,6,5,10,30,10,10,30,10,10,1,8,10,10,9,10,9,9,6,0,1
493,13,1,25,2,19,15,7,13,15,479,0,0.16,0,27,2,15,15,20,20,15,15,1,7,6,7,7,9,5,6,7,2,20,Public Administration,13,4,1,1,5,6,5,10,30,10,10,30,10,10,0,7,9,10,9,8,7,8,4,0,1
493,13,1,25,2,19,15,11,2,16,480,0,-0.14,0,26,2,16,18,18,20,12,16,1,7,9,8,7,,,,,2,20,Public Administration,13,4,1,1,5,6,5,10,30,10,10,30,10,10,0,7,8,9,9,7,8,8,2,0,1
494,14,1,27,2,19,15,3,10,1,466,0,0.25,1,24,2,10,20,20,15,20,15,0,4,8,7,7,6,7,7,6,2,30,journalism,6,2,2,8,4,3,3,6,25,25,25,25,0,0,1,9,8,7,9,7,7,8,8,0,
494,14,1,27,2,19,15,10,2,2,467,0,0.29,1,24,2,20,20,20,20,20,0,1,8,10,10,10,9,10,8,5,2,30,journalism,6,2,2,8,4,3,3,6,25,25,25,25,0,0,0,8,8,8,7,7,7,7,4,0,
494,14,1,27,2,19,15,6,13,3,468,1,0.26,0,25,6,15,25,15,15,15,15,1,5,7,7,6,6,4,7,6,2,30,journalism,6,2,2,8,4,3,3,6,25,25,25,25,0,0,1,9,8,9,8,8,7,8,8,0,
494,14,1,27,2,19,15,5,12,4,469,0,0.66,0,25,4,20,10,20,20,10,20,0,4,8,8,7,,4,7,6,2,30,journalism,6,2,2,8,4,3,3,6,25,25,25,25,0,0,0,8,8,8,8,7,8,6,6,0,
494,14,1,27,2,19,15,13,5,5,470,0,0.68,0,29,4,10,20,25,25,10,10,0,3,7,4,4,3,3,6,3,2,30,journalism,6,2,2,8,4,3,3,6,25,25,25,25,0,0,1,8,8,8,8,8,8,8,6,0,
494,14,1,27,2,19,15,12,4,6,471,0,0.39,0,30,4,15,15,25,10,15,20,0,6,7,8,6,6,6,4,4,2,30,journalism,6,2,2,8,4,3,3,6,25,25,25,25,0,0,1,7,8,8,7,7,7,7,5,0,
494,14,1,27,2,19,15,1,8,7,472,0,0.42,0,25,3,10,25,25,20,10,10,1,7,6,8,6,8,7,7,6,2,30,journalism,6,2,2,8,4,3,3,6,25,25,25,25,0,0,0,9,7,7,7,7,6,6,4,,
494,14,1,27,2,19,15,9,1,8,473,0,0.34,0,34,4,15,20,20,15,15,15,1,10,9,10,10,10,9,10,8,2,30,journalism,6,2,2,8,4,3,3,6,25,25,25,25,0,0,0,8,8,9,6,9,5,6,6,0,
494,14,1,27,2,19,15,8,15,9,474,1,-0.06,0,30,1,15,20,10,30,5,20,1,9,9,9,9,6,5,9,9,2,30,journalism,6,2,2,8,4,3,3,6,25,25,25,25,0,0,1,7,7,7,9,8,6,8,5,0,
494,14,1,27,2,19,15,15,7,10,475,0,0.5,0,27,3,10,15,30,10,15,20,0,4,3,4,4,4,4,4,4,2,30,journalism,6,2,2,8,4,3,3,6,25,25,25,25,0,0,0,6,6,8,5,7,5,5,2,0,
494,14,1,27,2,19,15,14,6,11,476,0,0.12,1,25,2,20,20,20,15,15,10,0,5,4,6,4,4,3,4,3,2,30,journalism,6,2,2,8,4,3,3,6,25,25,25,25,0,0,1,7,10,7,7,6,5,7,5,0,
494,14,1,27,2,19,15,4,11,12,477,0,0.29,0,27,3,16,19,16,17,15,17,1,7,6,7,7,7,,6,5,2,30,journalism,6,2,2,8,4,3,3,6,25,25,25,25,0,0,0,6,8,8,7,7,5,5,5,0,
494,14,1,27,2,19,15,2,9,14,478,0,0.3,1,26,2,20,20,10,20,10,20,0,5,8,9,8,8,8,8,,2,30,journalism,6,2,2,8,4,3,3,6,25,25,25,25,0,0,0,7,6,8,6,8,7,7,7,,
494,14,1,27,2,19,15,7,14,15,479,0,0.27,1,27,2,15,15,20,20,15,15,0,3,8,7,5,7,2,5,4,2,30,journalism,6,2,2,8,4,3,3,6,25,25,25,25,0,0,0,7,7,7,7,7,7,6,5,0,
494,14,1,27,2,19,15,11,3,16,480,0,0.34,1,26,2,16,18,18,20,12,16,1,6,7,9,8,6,9,,,2,30,journalism,6,2,2,8,4,3,3,6,25,25,25,25,0,0,0,7,7,9,8,8,8,6,6,0,
495,15,1,29,2,19,15,3,14,1,466,0,-0.05,0,24,2,10,20,20,15,20,15,0,5,2,3,6,2,5,5,7,2,32,Theater,15,6,5,6,2,2,1,6,20,20,20,15,15,10,1,7,7,6,7,5,7,7,7,,4
495,15,1,29,2,19,15,10,6,2,467,1,-0.01,0,24,2,20,20,20,20,20,0,1,7,8,9,9,8,9,7,5,2,32,Theater,15,6,5,6,2,2,1,6,20,20,20,15,15,10,1,8,7,6,7,6,5,7,7,0,4
495,15,1,29,2,19,15,6,2,3,468,0,-0.07,1,25,6,15,25,15,15,15,15,0,4,7,7,7,7,6,5,6,2,32,Theater,15,6,5,6,2,2,1,6,20,20,20,15,15,10,0,7,5,7,5,5,4,6,6,0,4
495,15,1,29,2,19,15,5,1,4,469,0,-0.19,0,25,4,20,10,20,20,10,20,0,4,4,8,6,7,3,6,2,2,32,Theater,15,6,5,6,2,2,1,6,20,20,20,15,15,10,1,7,7,6,5,5,5,7,6,0,4
495,15,1,29,2,19,15,13,9,5,470,1,-0.18,0,29,4,10,20,25,25,10,10,1,4,4,6,9,2,4,7,5,2,32,Theater,15,6,5,6,2,2,1,6,20,20,20,15,15,10,1,6,7,7,6,7,6,6,6,0,4
495,15,1,29,2,19,15,12,8,6,471,0,-0.22,0,30,4,15,15,25,10,15,20,0,5,5,5,6,4,3,2,1,2,32,Theater,15,6,5,6,2,2,1,6,20,20,20,15,15,10,0,7,7,7,6,6,4,6,5,0,4
495,15,1,29,2,19,15,1,12,7,472,0,0.09,0,25,3,10,25,25,20,10,10,0,3,4,6,,6,6,8,9,2,32,Theater,15,6,5,6,2,2,1,6,20,20,20,15,15,10,1,7,6,6,7,5,5,6,6,0,4
495,15,1,29,2,19,15,9,5,8,473,0,0.03,0,34,4,15,20,20,15,15,15,1,8,8,10,10,9,8,8,6,2,32,Theater,15,6,5,6,2,2,1,6,20,20,20,15,15,10,0,5,7,7,4,4,3,5,5,0,4
495,15,1,29,2,19,15,8,4,9,474,0,-0.04,0,30,1,15,20,10,30,5,20,0,9,10,8,10,6,,8,9,,32,Theater,15,6,5,6,2,2,1,6,20,20,20,15,15,10,1,7,8,7,7,6,5,8,7,0,4
495,15,1,29,2,19,15,15,11,10,475,0,0.09,0,27,3,10,15,30,10,15,20,0,4,3,4,5,3,4,4,5,2,32,Theater,15,6,5,6,2,2,1,6,20,20,20,15,15,10,1,7,7,7,7,5,5,6,7,0,4
495,15,1,29,2,19,15,14,10,11,476,0,-0.08,0,25,2,20,20,20,15,15,10,0,4,3,5,7,3,2,3,3,2,32,Theater,15,6,5,6,2,2,1,6,20,20,20,15,15,10,0,7,7,7,5,4,4,6,7,0,4
495,15,1,29,2,19,15,4,15,12,477,0,0.29,0,27,3,16,19,16,17,15,17,0,6,7,8,8,7,,6,5,2,32,Theater,15,6,5,6,2,2,1,6,20,20,20,15,15,10,0,7,7,6,6,6,4,6,6,0,4
495,15,1,29,2,19,15,2,13,14,478,0,0.07,0,26,2,20,20,10,20,10,20,0,5,5,5,4,4,3,4,,2,32,Theater,15,6,5,6,2,2,1,6,20,20,20,15,15,10,0,6,6,6,5,5,4,6,5,0,4
495,15,1,29,2,19,15,7,3,15,479,0,0.07,0,27,2,15,15,20,20,15,15,0,2,6,5,6,4,1,2,8,2,32,Theater,15,6,5,6,2,2,1,6,20,20,20,15,15,10,1,7,6,7,5,7,5,6,6,0,4
495,15,1,29,2,19,15,11,7,16,480,0,-0.19,0,26,2,16,18,18,20,12,16,0,2,7,7,6,6,8,,,2,32,Theater,15,6,5,6,2,2,1,6,20,20,20,15,15,10,1,6,7,6,7,6,5,5,7,0,4
502,1,1,2,1,20,6,2,5,1,496,0,-0.16,1,23,4,20,30,20,20,10,0,0,4,7,7,5,7,2,5,5,2,26,Electrical Engineering,5,4,1,1,1,3,2,3,40,20,20,20,0,0,1,8,8,8,7,,6,7,7,1,6
502,1,1,2,1,20,6,4,1,2,497,0,-0.36,0,24,2,10,20,20,20,20,10,0,6,9,8,8,10,6,8,9,2,26,Electrical Engineering,5,4,1,1,1,3,2,3,40,20,20,20,0,0,1,9,8,8,8,8,8,9,10,1,6
502,1,1,2,1,20,6,5,2,3,498,0,0.29,0,25,2,18,18,18,18,18,10,0,2,9,3,10,8,4,6,2,2,26,Electrical Engineering,5,4,1,1,1,3,2,3,40,20,20,20,0,0,1,8,7,8,8,,8,9,10,0,6
502,1,1,2,1,20,6,3,6,4,499,0,-0.46,0,26,2,19,19,19,19,5,19,0,1,10,9,10,6,1,7,1,2,26,Electrical Engineering,5,4,1,1,1,3,2,3,40,20,20,20,0,0,1,7,7,9,7,8,3,7,8,0,6
502,1,1,2,1,20,6,6,3,5,500,0,-0.46,0,25,1,10,15,35,15,10,15,0,4,6,6,6,7,6,5,4,2,26,Electrical Engineering,5,4,1,1,1,3,2,3,40,20,20,20,0,0,1,5,8,7,,,7,6,10,0,6
502,1,1,2,1,20,6,1,4,6,501,0,-0.4,0,26,2,30,10,20,10,10,20,0,6,7,7,7,6,5,6,6,2,26,Electrical Engineering,5,4,1,1,1,3,2,3,40,20,20,20,0,0,1,9,8,9,8,,7,8,8,0,6
503,2,1,4,1,20,6,2,2,1,496,0,0.24,0,23,4,20,30,20,20,10,0,0,2,4,8,5,8,5,5,6,2,25,Biology,10,2,1,5,5,6,5,5,30,30,40,0,0,0,1,8,8,10,6,5,7,9,6,0,1.5
503,2,1,4,1,20,6,4,4,2,497,0,0.67,1,24,2,10,20,20,20,20,10,0,3,6,4,4,4,4,4,4,1,25,Biology,10,2,1,5,5,6,5,5,30,30,40,0,0,0,0,5,6,6,7,6,4,5,4,1,1.5
503,2,1,4,1,20,6,5,5,3,498,0,0.14,1,25,2,18,18,18,18,18,10,0,1,1,10,1,9,1,3,3,1,25,Biology,10,2,1,5,5,6,5,5,30,30,40,0,0,0,0,7,8,8,7,6,5,8,6,1,1.5
503,2,1,4,1,20,6,3,3,4,499,0,0.65,1,26,2,19,19,19,19,5,19,0,1,10,10,7,10,1,7,6,1,25,Biology,10,2,1,5,5,6,5,5,30,30,40,0,0,0,0,7,8,8,7,6,5,8,6,1,1.5
503,2,1,4,1,20,6,6,6,5,500,0,0.48,0,25,1,10,15,35,15,10,15,0,2,5,7,7,6,7,4,4,2,25,Biology,10,2,1,5,5,6,5,5,30,30,40,0,0,0,1,7,8,7,6,6,5,8,5,0,1.5
503,2,1,4,1,20,6,1,1,6,501,0,0.72,1,26,2,30,10,20,10,10,20,0,5,8,8,7,7,6,6,5,2,25,Biology,10,2,1,5,5,6,5,5,30,30,40,0,0,0,1,6,8,5,6,5,7,7,6,0,1.5
504,4,1,7,1,20,6,2,1,1,496,0,0.31,0,23,4,20,30,20,20,10,0,0,6,7,8,7,9,6,6,5,2,23,Computer Science,5,2,1,1,2,5,2,7,30,0,30,15,15,10,1,8,10,10,8,7,7,8,8,0,3
504,4,1,7,1,20,6,4,3,2,497,0,0.48,1,24,2,10,20,20,20,20,10,0,8,7,7,7,6,3,7,7,2,23,Computer Science,5,2,1,1,2,5,2,7,30,0,30,15,15,10,1,7,7,7,7,7,7,6,5,0,3
504,4,1,7,1,20,6,5,4,3,498,0,0.41,1,25,2,18,18,18,18,18,10,0,8,5,9,4,9,3,5,5,2,23,Computer Science,5,2,1,1,2,5,2,7,30,0,30,15,15,10,1,6,6,6,6,6,6,5,5,0,3
504,4,1,7,1,20,6,3,2,4,499,1,0.59,1,26,2,19,19,19,19,5,19,1,5,10,9,8,5,5,6,6,2,23,Computer Science,5,2,1,1,2,5,2,7,30,0,30,15,15,10,1,5,8,7,6,8,5,6,5,0,3
504,4,1,7,1,20,6,6,5,5,500,0,0.47,0,25,1,10,15,35,15,10,15,0,4,5,5,4,5,4,4,4,2,23,Computer Science,5,2,1,1,2,5,2,7,30,0,30,15,15,10,1,6,6,6,6,6,6,4,7,0,3
504,4,1,7,1,20,6,1,6,6,501,1,0.61,1,26,2,30,10,20,10,10,20,1,8,8,7,8,7,8,9,8,2,23,Computer Science,5,2,1,1,2,5,2,7,30,0,30,15,15,10,1,6,6,6,6,6,6,5,5,0,3
505,5,1,9,1,20,6,2,6,1,496,1,0.48,1,23,4,20,30,20,20,10,0,1,7,,8,8,,6,6,6,2,27,MFA Creative Writing,6,4,1,1,3,4,1,6,20,14,18,16,16,16,1,8,9,8,7,7,6,8,6,0,2
505,5,1,9,1,20,6,4,2,2,497,0,0.53,0,24,2,10,20,20,20,20,10,0,6,8,7,6,6,2,5,6,2,27,MFA Creative Writing,6,4,1,1,3,4,1,6,20,14,18,16,16,16,0,7,9,8,7,8,7,7,4,0,2
505,5,1,9,1,20,6,5,3,3,498,0,-0.16,0,25,2,18,18,18,18,18,10,0,8,10,9,4,8,5,5,5,2,27,MFA Creative Writing,6,4,1,1,3,4,1,6,20,14,18,16,16,16,1,8,9,9,8,9,7,8,5,0,2
505,5,1,9,1,20,6,3,1,4,499,0,0.07,0,26,2,19,19,19,19,5,19,0,5,5,4,2,8,1,5,5,2,27,MFA Creative Writing,6,4,1,1,3,4,1,6,20,14,18,16,16,16,0,5,8,9,6,8,6,7,3,0,2
505,5,1,9,1,20,6,6,4,5,500,0,0.18,0,25,1,10,15,35,15,10,15,0,6,5,8,5,8,5,5,4,2,27,MFA Creative Writing,6,4,1,1,3,4,1,6,20,14,18,16,16,16,0,5,9,9,8,8,6,7,6,0,2
505,5,1,9,1,20,6,1,5,6,501,0,0.63,0,26,2,30,10,20,10,10,20,0,7,8,8,8,6,7,6,7,2,27,MFA Creative Writing,6,4,1,1,3,4,1,6,20,14,18,16,16,16,0,6,8,8,8,8,7,7,6,0,2
506,6,1,11,1,20,6,2,4,1,496,0,0.74,1,23,4,20,30,20,20,10,0,0,5,,8,6,8,4,5,2,,24,Stats,2,4,5,5,1,7,2,4,15,15,20,15,15,20,1,6,7,7,5,,4,5,6,0,2
506,6,1,11,1,20,6,4,6,2,497,0,0.14,0,24,2,10,20,20,20,20,10,0,4,6,6,2,5,4,6,7,2,24,Stats,2,4,5,5,1,7,2,4,15,15,20,15,15,20,0,6,5,5,6,4,4,5,3,0,2
506,6,1,11,1,20,6,5,1,3,498,0,-0.04,0,25,2,18,18,18,18,18,10,0,5,8,10,3,8,3,3,3,2,24,Stats,2,4,5,5,1,7,2,4,15,15,20,15,15,20,0,6,6,7,4,4,6,2,5,0,2
506,6,1,11,1,20,6,3,5,4,499,0,0.24,0,26,2,19,19,19,19,5,19,0,1,9,8,1,10,1,1,5,2,24,Stats,2,4,5,5,1,7,2,4,15,15,20,15,15,20,0,4,5,6,4,5,3,3,4,0,2
506,6,1,11,1,20,6,6,2,5,500,0,0.26,0,25,1,10,15,35,15,10,15,0,5,5,8,5,9,5,6,5,2,24,Stats,2,4,5,5,1,7,2,4,15,15,20,15,15,20,1,6,8,7,6,8,5,5,6,0,2
506,6,1,11,1,20,6,1,3,6,501,0,0.47,0,26,2,30,10,20,10,10,20,0,8,7,7,5,7,4,5,4,2,24,Stats,2,4,5,5,1,7,2,4,15,15,20,15,15,20,0,6,6,6,6,5,3,3,3,0,2
507,7,1,12,1,20,6,2,3,1,496,0,0.58,1,23,4,20,30,20,20,10,0,1,6,8,8,8,7,6,7,8,2,24,Statistics,2,4,1,1,5,7,3,5,20,20,20,20,20,0,0,5,9,9,,8,6,7,5,0,0
507,7,1,12,1,20,6,4,5,2,497,0,-0.06,0,24,2,10,20,20,20,20,10,0,6,7,7,5,6,6,7,7,2,24,Statistics,2,4,1,1,5,7,3,5,20,20,20,20,20,0,0,4,7,9,5,8,5,6,5,0,0
507,7,1,12,1,20,6,5,6,3,498,0,-0.35,0,25,2,18,18,18,18,18,10,0,3,10,9,7,8,5,7,5,2,24,Statistics,2,4,1,1,5,7,3,5,20,20,20,20,20,0,1,7,8,9,6,8,5,7,5,0,0
507,7,1,12,1,20,6,3,4,4,499,0,-0.1,0,26,2,19,19,19,19,5,19,1,6,9,9,10,6,5,7,6,2,24,Statistics,2,4,1,1,5,7,3,5,20,20,20,20,20,0,0,6,9,9,8,5,6,8,5,0,0
507,7,1,12,1,20,6,6,1,5,500,1,0.05,0,25,1,10,15,35,15,10,15,1,8,7,8,8,7,6,6,7,2,24,Statistics,2,4,1,1,5,7,3,5,20,20,20,20,20,0,1,7,9,9,7,9,7,8,5,0,0
507,7,1,12,1,20,6,1,2,6,501,0,0.31,0,26,2,30,10,20,10,10,20,1,7,7,6,8,7,8,8,7,2,24,Statistics,2,4,1,1,5,7,3,5,20,20,20,20,20,0,0,7,8,8,9,9,8,7,5,0,0
508,8,1,13,1,20,6,2,2,1,496,0,0.13,1,23,4,20,30,20,20,10,0,0,5,5,7,6,7,4,3,2,2,36,math of finance,2,4,1,5,3,5,1,7,18,10,18,18,18,18,1,6,7,6,6,6,8,7,6,0,3
508,8,1,13,1,20,6,4,4,2,497,0,-0.19,0,24,2,10,20,20,20,20,10,0,7,6,5,5,6,5,6,6,2,36,math of finance,2,4,1,5,3,5,1,7,18,10,18,18,18,18,1,7,8,8,8,8,6,7,6,0,3
508,8,1,13,1,20,6,5,5,3,498,0,0.25,0,25,2,18,18,18,18,18,10,0,3,4,7,3,8,3,1,2,2,36,math of finance,2,4,1,5,3,5,1,7,18,10,18,18,18,18,1,6,8,8,7,8,6,7,6,0,3
508,8,1,13,1,20,6,3,3,4,499,1,-0.06,0,26,2,19,19,19,19,5,19,1,6,8,10,8,6,6,7,6,2,36,math of finance,2,4,1,5,3,5,1,7,18,10,18,18,18,18,1,6,9,8,7,8,5,7,6,0,3
